run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,"true K
/spill","true pi
/spill",K/pi
84,,,,,2018/1/18 17:57,2018/1/18 18:01,00:03:46,31.58,,Au,negative,-369,1,200,420,p,"p, beam/5",,,0,350,,,,,,,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.48,on,[USWK scan with pbar] 350,,,,,,,,,,,
85,,,,,2018/1/18 18:01,2018/1/18 18:04,00:02:58,31.58,,Au,negative,-369,1,200,420,p,"p, beam/5",,,0,700,,,,,,,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.48,on,[USWK scan with pbar] 700,,,,,,,,,,,
86,,,,,2018/1/18 18:04,2018/1/18 18:07,00:02:53,31.58,,Au,negative,-369,1,200,420,p,"p, beam/5",,,0,2100,,,,,,,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.48,on,[USWK scan with pbar] 2100,,,,,,,,,,,
87,,,,,2018/1/18 18:09,2018/1/18 18:13,00:03:24,31.53,,Au,negative,-369,1,200,345,K,"p, beam/5",,,983,1600,10,33069,580807,5674688,1451930,4257057,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,[kano beam] CM=345,,,,,,,,,,,
88,,,,,2018/1/18 18:13,2018/1/18 18:18,00:05:17,31.53,,Au,negative,-369,1,200,347,K,"p, beam/5",,,983,1600,10,33106,579548,5019109,1529355,3515039,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,[kano beam] CM=347,,,,,,,,,,,
89,,,,,2018/1/18 18:18,2018/1/18 18:27,00:08:59,31.53,,Au,negative,-369,1,200,347,K,trigger check,,,983,1600,10,32766,580142,5024183,1527336,3522469,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,[trigger check] USWK=+1600,,,,,,,,,,,
90,,,,,2018/1/18 18:27,2018/1/18 18:30,00:02:20,31.53,,Au,negative,-369,1,200,347,K,trigger check,,,983,1500,10,33081,581227,5044825,1534453,3535867,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,[trigger check] USWK=+1500,,,,,,,,,,,
91,,,,,2018/1/18 18:30,2018/1/18 18:47,00:17:06,31.53,,Au,negative,-369,1,200,347,K,trigger check,,,983,1400,10,32851,580428,5028748,1534828,3519345,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,[trigger check] USWK=+1400,,,,,,,,,,,
92,,,,,2018/1/18 18:48,2018/1/18 18:56,00:07:57,31.53,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",,,983,1500,10,,,,1534828,3519345,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,"[empty run] w/ BLC2b cable swap, no DEF-TDC-D5",,0.912,12.1M,8.5M,8.5M,0:07,0.02 ,0.02 ,140.0K,365.4K,0.383
93,,,,,2018/1/18 18:57,2018/1/18 19:41,00:43:06,31.54,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",5803,333,983,1500,10,32647,579616,5034073,1526986,3533840,160.1,-109.9,4.14,-0.57,109.8,-110,3.61,-0.48,on,"[empty run] w/ BLC2b cable swap, stopped due to MPS",,0.912,65.2M,45.7M,54.1M,0:51,0.13 ,0.16 ,139.3K,366.8K,0.380
94,,,,,2018/1/18 19:46,2018/1/18 20:09,00:23:06,31.57,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",6125,370,983,1500,10,32746,582366,5035906,1527979,3534757,160.1,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,"[empty run] w/ BLC2b cable swap, stopped due to MPS",,0.914,35.1M,24.5M,78.7M,1:14,0.07 ,0.23 ,139.7K,366.6K,0.381
95,,,,,2018/1/18 20:26,2018/1/18 20:48,00:22:26,31.53,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",6000,340,983,1500,10,32726,580597,5034556,1529822,3531287,160.2,-110,4.14,-0.57,109.8,-110,3.61,-0.47,on,"[empty run] w/ BLC2b cable swap, stopped due to MPS",,0.917,34.2M,23.9M,102.6M,1:36,0.07 ,0.30 ,140.3K,365.8K,0.383
96,,,,,2018/1/18 21:01,2018/1/18 21:07,00:05:57,31.56,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",6400,356,983,1500,10,32863,581555,5037252,1530375,3532633,160.2,-109.9,4.14,-0.56,109.8,-110,3.61,-0.47,on,[empty run] stopped due to MPS,,0.917,9.1M,6.4M,109.0M,1:42,0.02 ,0.31 ,140.3K,366.0K,0.383
97,,,,,2018/1/18 21:21,2018/1/18 22:21,00:59:58,31.5,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",6300,450,983,1500,10,32855,579713,5018283,1529083,3516072,160.2,-109.9,4.14,-0.56,109.8,-110,3.61,-0.47,on,[empty run] SKS*CDH1*K trigger was added,,0.916,91.3M,63.9M,172.9M,2:42,0.18 ,0.50 ,140.1K,364.5K,0.384
98,,,,,2018/1/18 22:11,2018/1/18 23:08,00:54:50,31.56,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",6300,448,983,1500,10,32662,580122,5018650,1522763,3523042,160.2,-109.9,4.14,-0.56,109.8,-110,3.61,-0.47,on,[empty run] stopped due to MPS,,0.914,83.0M,58.1M,231.0M,3:37,0.17 ,0.67 ,139.2K,365.4K,0.381
99,,,,,2018/1/18 23:18,2018/1/18 23:25,00:07:02,31.52,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",6300,430,983,1500,10,31974,517651,4469301,1356774,3136029,160.2,-109.8,4.14,-0.56,109.8,-110,3.61,-0.47,on,[empty run] stopped due to MPS,,0.91,9.4M,6.6M,237.6M,3:44,0.02 ,0.69 ,123.5K,325.8K,0.379
100,,,,,2018/1/18 23:37,2018/1/19 0:26,00:48:49,31.57,,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",6400,447,983,1500,10,32679,582347,5048499,1528058,3547408,160.2,-109.8,4.14,-0.56,109.8,-110,3.61,-0.47,on,[empty run] stopped due to MPS,,0.914,74.1M,51.9M,289.4M,4:33,0.15 ,0.84 ,139.7K,367.9K,0.380
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junk,,,,,,,,,,,
102,,,,,2018/1/19 20:41,2018/1/19 20:44,00:02:48,31.53,D2,Au,negative,-369,1,200,347,K,"K, beam/5",,,983,1500,,,,,,,160.1,-109.9,4.14,-0.57,109.8,-110.1,3.59,-0.41,on,[beam record],,,,,,,,,,,
103,,,,,2018/1/19 21:11,2018/1/19 22:09,00:57:14,31.59,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",7800,570,983,1500,10,32889,580512,4716782,1520115,3219934,160.1,-109.9,4.14,-0.57,109.8,-110.1,3.59,-0.42,on,[production run],,0.955,90.3M,63.2M,63.2M,0:57,0.18 ,0.18 ,145.2K,328.8K,0.441
104,,,,,2018/1/19 22:11,2018/1/19 23:11,00:59:52,31.63,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",8987,546,983,1500,10,32925,581541,4711153,1499595,3222330,160.1,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.42,on,[production run] beam*AC timing was changed,,0.955,93.2M,65.2M,128.5M,1:57,0.19 ,0.36 ,143.2K,329.0K,0.435
105,,,,,2018/1/19 23:12,2018/1/20 0:08,00:56:14,31.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",8987,490,983,1500,10,33170,582600,4713858,1504245,3220510,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[production run] no SKS-trig,,0.958,88.1M,61.7M,190.1M,2:53,0.18 ,0.54 ,144.1K,328.4K,0.439
106,,,,,2018/1/20 0:16,2018/1/20 0:18,00:01:56,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,-1900,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] -1900,,,,,,,,,,,
107,,,,,2018/1/20 0:18,2018/1/20 0:20,00:01:54,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,-1550,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] -1550,,,,,,,,,,,
108,,,,,2018/1/20 0:21,2018/1/20 0:23,00:02:19,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,-1200,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] -1200,,,,,,,,,,,
109,,,,,2018/1/20 0:23,2018/1/20 0:25,00:01:57,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,-900,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] -900,,,,,,,,,,,
110,,,,,2018/1/20 0:25,2018/1/20 0:27,00:01:55,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,-600,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] -600,,,,,,,,,,,
111,,,,,2018/1/20 0:28,2018/1/20 0:30,00:02:01,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,-300,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] -300,,,,,,,,,,,
112,,,,,2018/1/20 0:30,2018/1/20 0:32,00:01:55,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,0,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] 0,,,,,,,,,,,
113,,,,,2018/1/20 0:32,2018/1/20 0:34,00:01:53,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,350,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] 350,,,,,,,,,,,
114,,,,,2018/1/20 0:35,2018/1/20 0:37,00:01:58,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,700,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] 700,,,,,,,,,,,
115,,,,,2018/1/20 0:37,2018/1/20 0:39,00:01:57,31.53,D2,Au,negative,-369,1,200,420,p,"p, beam/5",,,983,2100,,,,,,,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[USWK scan w/ pbar] 2100,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junk,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junk,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junk,,,,,,,,,,,
119,,,,,2018/1/20 0:43,2018/1/20 1:02,00:18:51,31.56,D2,Au,negative,-369,1,200,420,p,"(CDH2*K) x (NC*vCVC*vBVC, CDH2*K/2)",6700,2250,983,1500,10,32998,581622,7049600,1068195,6004852,160.2,-109.9,4.13,-0.56,109.8,-110.1,3.59,-0.41,on,[pbar production],,,,,,,,,,,
120,,,,,2018/1/20 1:02,2018/1/20 1:21,00:19:04,31.56,D2,Au,negative,-369,1,200,420,p,"(CDH2*K) x (NC*vCVC*vBVC, CDH2*K/2)",6547,2246,983,1500,10,32670,580966,7933506,1024127,6935184,160.2,-109.9,4.13,-0.56,109.8,-110.1,3.59,-0.41,on,[pbar production],,,,,,,,,,,
121,,,,,2018/1/20 1:27,2018/1/20 1:32,00:04:18,31.56,D2,Au,negative,-369,1,200,347,K,pi,,,983,1500,,,,,,,160.2,-109.9,4.13,-0.56,109.8,-110.1,3.59,-0.41,off,[D5 scan] -1866,,,,,,,,,,,
122,,,,,2018/1/20 1:32,2018/1/20 1:36,00:03:48,31.56,D2,Au,negative,-369,1,200,347,K,pi,,,983,1500,,,,,,,160.2,-109.9,4.13,-0.56,109.8,-110.1,3.59,-0.41,off,[D5 scan] -1366,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junk,,,,,,,,,,,
124,,,,,2018/1/20 1:42,2018/1/20 2:00,00:01:34,31.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, SKS*CDH1*K)",6700,518,983,1500,10,32968,579840,4899493,1485460,3427186,160.2,-109.9,4.13,-0.56,109.8,-110.1,3.59,-0.41,on,[production run] miss setting in 2nd-trig,,0.958,2.4M,1.7M,191.8M,2:54,0.00 ,0.54 ,142.3K,349.0K,0.408
125,,,,,2018/1/20 2:00,2018/1/20 2:59,00:58:02,31.56,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",9100,530,983,1500,10,32851,580962,4909868,1488699,3434001,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[production run],,0.939,88.2M,61.7M,253.5M,3:52,0.18 ,0.72 ,139.8K,352.5K,0.397
126,,,,,2018/1/20 3:00,2018/1/20 3:58,00:55:23,31.57,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",9148,782,983,1500,10,32804,578913,4903037,1486902,3428868,160.1,-109.9,4.14,-0.57,109.8,-110.1,3.59,-0.41,on,[production run] CDH3 study,,0.94,84.1M,58.9M,312.4M,4:48,0.17 ,0.90 ,139.8K,351.8K,0.397
127,,,,,2018/1/20 4:00,2018/1/20 4:06,00:06:33,31.58,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",9095,3346,983,1400,10,32864,580650,4889212,1485925,3415992,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,"[production run] no 2nd-trig, USWK=1400",,0.94,9.9M,7.0M,319.4M,4:54,0.02 ,0.91 ,139.7K,350.5K,0.398
128,,,,,2018/1/20 4:07,2018/1/20 5:06,00:58:39,31.58,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",9100,682,983,1500,10,32904,581616,4893661,1490116,3416149,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[production run] no 2nd-trig in the beginning of the run,,0.942,89.5M,62.6M,382.0M,5:53,0.18 ,1.10 ,140.4K,350.3K,0.401
129,,,,,2018/1/20 5:06,2018/1/20 6:02,00:55:33,31.55,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",8854,510,983,1500,10,32663,581694,4888539,1488679,3412601,160.1,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.41,on,[production run],,0.935,84.0M,58.8M,440.9M,6:49,0.17 ,1.27 ,139.2K,350.9K,0.397
130,,,,,2018/1/20 6:02,2018/1/20 6:58,00:55:43,31.56,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",9098,525,983,1500,10,32844,581303,4882220,1488013,3406856,160.2,-109.9,4.14,-0.56,109.8,-110.1,3.59,-0.42,on,[production run],,0.937,84.4M,59.1M,500.0M,7:44,0.17 ,1.44 ,139.4K,350.1K,0.398
131,,,,,2018/1/20 6:58,2018/1/20 7:55,00:55:20,31.61,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",9102,523,983,1500,10,32901,579688,4884052,1488933,3407478,160.2,-109.9,4.13,-0.56,109.8,-110.1,3.59,-0.42,on,[production run],,0.94,84.2M,58.9M,558.9M,8:40,0.17 ,1.61 ,140.0K,349.7K,0.400
132,,,,,2018/1/20 7:55,2018/1/20 8:54,00:59:09,31.58,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k, SKS*CDH1*K)",9108,527,983,1500,10,32927,579862,4876700,1484225,3405121,160.2,-109.9,4.13,-0.56,109.8,-110.1,3.59,-0.42,on,[production run] stopped due to MPS,,0.941,89.8M,62.9M,621.7M,9:39,0.18 ,1.80 ,139.7K,349.3K,0.400
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junk,,,,,,,,,,,
134,,,,,2018/1/25 23:52,2018/1/25 23:57,00:04:10,33.52,D2,Au,negative,-369,1,200,347,K,"K, beam/5",,,,,10,32832,582153,4670777,1466847,3215425,160,-109.9,4.13,-0.57,109.8,-110,3.62,-0.4,on,[beam record] scaler value might be stramge === 5.2s cycle started ===,,,,,,,,,,,
135,,,,,2018/1/25 23:58,2018/1/26 0:01,00:03:35,33.52,D2,Au,negative,-369,1,200,347,K,beam/10,,,,,10,32971,582989,1614276,448478,1169293,160,-109.9,4.13,-0.57,109.8,-110,3.62,-0.4,off,"[D5 scan] -1866, scaler value might be stramge",,,,,,,,,,,
136,,,,,2018/1/26 0:02,2018/1/26 0:02,00:00:00,33.52,D2,Au,negative,-369,1,200,347,K,beam/10,,,,,10,32848,582303,79042,13376,65736,160,-109.9,4.13,-0.57,109.8,-110,3.62,-0.4,off,"[D5 scan] -1366, scaler value might be stramge",,,,,,,,,,,
137,,,,,2018/1/26 0:15,2018/1/26 0:18,00:02:48,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,-1900,,,,,,,,,,,,,,,,"[USWK scan] -1900, scaler value might be stramge",,,,,,,,,,,
138,,,,,2018/1/26 0:18,2018/1/26 0:20,00:02:17,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,-1550,,,,,,,,,,,,,,,,"[USWK scan] -1550, scaler value might be stramge",,,,,,,,,,,
139,,,,,2018/1/26 0:21,2018/1/26 0:23,00:02:14,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,-1200,,,,,,,,,,,,,,,,"[USWK scan] -1200, scaler value might be stramge",,,,,,,,,,,
140,,,,,2018/1/26 0:23,2018/1/26 0:26,00:02:41,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,-900,,,,,,,,,,,,,,,,"[USWK scan] -900, scaler value might be stramge",,,,,,,,,,,
141,,,,,2018/1/26 0:26,2018/1/26 0:28,00:02:11,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,-600,,,,,,,,,,,,,,,,"[USWK scan] -600, scaler value might be stramge",,,,,,,,,,,
142,,,,,2018/1/26 0:28,2018/1/26 0:31,00:03:00,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,-300,,,,,,,,,,,,,,,,"[USWK scan] -300, scaler value might be stramge",,,,,,,,,,,
143,,,,,2018/1/26 0:32,2018/1/26 0:34,00:02:16,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,0,,,,,,,,,,,,,,,,[USWK scan] 0,,,,,,,,,,,
144,,,,,2018/1/26 0:34,2018/1/26 0:37,00:02:13,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,350,,,,,,,,,,,,,,,,[USWK scan] 350,,,,,,,,,,,
145,,,,,2018/1/26 0:37,2018/1/26 0:39,00:02:14,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,700,,,,,,,,,,,,,,,,[USWK scan] 700,,,,,,,,,,,
146,,,,,2018/1/26 0:39,2018/1/26 0:42,00:02:14,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,1800,,,,,,,,,,,,,,,,[USWK scan] 1800,,,,,,,,,,,
147,,,,,2018/1/26 0:42,2018/1/26 0:42,00:00:00,33.52,D2,Au,negative,-369,1,200,347,K,pi/10,,,,2100,,,,,,,,,,,,,,,,[USWK scan] 2100,,,,,,,,,,,
148,,,,,2018/1/26 0:47,2018/1/26 1:47,00:59:04,33.48,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",6700,600,983,1500,10,32504,584299,4585407,1432593,3200298,160,-110,4.14,-0.58,109.8,-110,3.62,-0.4,on,[production run],,0.933,91.1M,63.8M,685.5M,10:38,0.20 ,1.99 ,133.7K,329.6K,0.405
149,,,,,2018/1/26 1:47,2018/1/26 1:53,00:05:05,33.55,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",6686,714,983,1500,10,33151,583054,4650288,1451470,3208783,159.9,-110,4.14,-0.58,109.8,-110,3.62,-0.4,on,[production run] MPS/collector dead -> stopped,,0.955,8.1M,5.7M,691.2M,10:43,0.02 ,2.01 ,138.6K,327.4K,0.423
150,,,,,2018/1/26 2:10,2018/1/26 2:37,00:27:10,33.51,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",7000,710,983,1500,10,32942,584058,4641553,1438204,3213655,159.9,-110,4.14,-0.59,109.8,-110,3.61,-0.4,on,[production run] collector dead -> stopped,,0.947,42.7M,29.9M,721.1M,11:10,0.09 ,2.10 ,136.2K,329.0K,0.414
151,,,,,2018/1/26 2:38,2018/1/26 3:01,00:23:29,33.52,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",7000,710,983,1500,10,32989,583048,4657257,1427578,3240132,159.9,-110.1,4.15,-0.59,109.8,-110,3.61,-0.4,on,[production run] collector dead -> stopped,,0.942,36.4M,25.5M,746.6M,11:34,0.08 ,2.18 ,134.5K,332.3K,0.405
152,,,,,2018/1/26 3:02,2018/1/26 4:00,00:57:44,33.53,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",6900,710,983,1500,10,32984,583656,4656317,1443498,3222904,159.9,-110.1,4.15,-0.59,109.8,-110,3.61,-0.4,on,[production run],,0.948,91.2M,63.8M,810.4M,12:31,0.19 ,2.37 ,136.8K,329.8K,0.415
153,,,,,2018/1/26 4:00,2018/1/26 4:01,00:00:22,33.47,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",,,983,1500,10,,,,1443498,3222904,159.9,-110.1,4.15,-0.59,109.8,-110,3.61,-0.4,on,[production run] stopped due to MPS,,0.948,579.0K,405.3K,810.8M,12:32,0.00 ,2.37 ,136.8K,329.8K,0.415
154,,,,,2018/1/26 4:21,2018/1/26 5:20,00:37:50,33.45,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",6900,700,983,1500,10,32876,584216,4625881,1435901,3199948,159.9,-110.1,4.14,-0.59,109.8,-110,3.61,-0.4,on,[production run],,0.947,59.4M,41.6M,852.4M,13:10,0.12 ,2.49 ,136.0K,327.6K,0.415
155,,,,,2018/1/26 5:20,2018/1/26 6:21,00:55:13,33.59,D2,Au,negative,-369,1,200,347,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",7100,740,983,1500,10,33109,584166,4641155,1442514,3207769,159.9,-110,4.14,-0.58,109.8,-110,3.62,-0.4,on,[production run],,0.948,87.1M,61.0M,913.4M,14:05,0.18 ,2.67 ,136.8K,328.3K,0.417
