run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,"true K
/spill","true pi
/spill",K/pi
418,,,,,2018/2/5 1:13,2018/2/5 2:12,00:59:25,50.77,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,905,983,1500,10,49123,873894,6559526,2086222,4497419,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.35,on,[production run],,0.981,140.3M,98.2M,14.4G,160:33,0.30 ,43.94 ,204.7K,453.7K,0.451
419,,,,,2018/2/5 2:12,2018/2/5 3:33,00:58:53,50.82,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,903,983,1500,10,49015,874146,6547949,2090340,4481295,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.71,-0.35,on,[production run],,0.962,136.6M,95.6M,14.5G,161:32,0.29 ,44.23 ,201.1K,456.1K,0.441
420,,,,,2018/2/5 3:33,2018/2/5 4:33,00:59:26,50.7,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,907,983,1500,10,48881,874178,6566645,2096680,4493239,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.71,-0.35,on,[production run],,0.961,138.2M,96.7M,14.6G,162:31,0.30 ,44.53 ,201.5K,457.5K,0.440
421,,,,,2018/2/5 4:33,2018/2/5 5:32,00:57:45,50.88,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,909,983,1500,10,49074,874385,6560869,2097116,4486970,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.35,on,[production run],,0.958,133.9M,93.7M,14.7G,163:29,0.29 ,44.81 ,200.9K,457.5K,0.439
422,,,,,2018/2/5 5:32,2018/2/5 6:31,00:58:49,50.84,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,907,983,1500,10,48707,875054,6558807,2096000,4485918,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.36,on,[production run],,0.96,136.6M,95.6M,14.8G,164:28,0.29 ,45.11 ,201.2K,457.0K,0.440
423,,,,,2018/2/5 6:32,2018/2/5 7:31,00:59:21,50.84,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,891,983,1500,10,48893,874183,6558354,2095138,4486586,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.35,on,[production run],,0.959,137.6M,96.3M,14.9G,165:27,0.30 ,45.40 ,200.9K,457.2K,0.439
424,,,,,2018/2/5 7:31,2018/2/5 8:30,00:59:00,50.87,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,916,983,1500,10,48702,874168,6568801,2097981,4494379,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.36,on,[production run],,0.961,137.3M,96.1M,15.0G,166:26,0.30 ,45.70 ,201.6K,457.6K,0.441
425,,,,,2018/2/5 8:30,2018/2/5 9:30,00:59:22,50.68,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,915,983,1500,10,48831,874271,6566273,2096852,4492413,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.35,on,[production run],,0.957,137.5M,96.2M,15.1G,167:25,0.30 ,46.00 ,200.7K,458.3K,0.438
426,,,,,2018/2/5 9:30,2018/2/5 10:30,00:59:10,50.78,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,919,983,1500,10,49378,873971,6548731,2091751,4479972,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.36,on,[production run],,0.958,136.8M,95.8M,15.2G,168:25,0.30 ,46.30 ,200.4K,456.8K,0.439
427,,,,,2018/2/5 10:30,2018/2/5 10:50,00:20:00,50.85,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,917,983,1500,10,49103,874580,6578171,2101983,4499215,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.35,on,[production run] stopped due to MPS,,0.96,46.6M,32.6M,15.2G,168:45,0.10 ,46.40 ,201.8K,458.3K,0.440
428,,,,,2018/2/5 11:04,2018/2/5 12:03,00:59:12,50.75,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,904,983,1500,10,49167,874120,6553699,2093438,4483388,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.35,on,[production run],,0.959,137.1M,96.0M,15.3G,169:44,0.30 ,46.69 ,200.8K,456.9K,0.439
429,,,,,2018/2/5 12:04,2018/2/5 13:05,00:58:53,50.88,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,890,983,1500,10,49127,874613,6587220,2102229,4508257,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.36,on,[production run],,0.958,136.8M,95.8M,15.4G,170:43,0.29 ,46.99 ,201.4K,459.7K,0.438
430,,,,,2018/2/5 13:05,2018/2/5 14:04,00:59:24,50.68,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10300,909,983,1500,10,48989,873230,6556427,2094394,4485601,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,on,[production run],,0.96,137.8M,96.5M,15.5G,171:42,0.30 ,47.28 ,201.1K,456.9K,0.440
431,,,,,2018/2/5 14:04,2018/2/5 14:50,00:45:11,50.75,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,897,983,1500,10,48923,872061,6581196,2097742,4506578,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.35,on,[production run] stopped due to MPS,,0.959,104.9M,73.4M,15.6G,172:27,0.23 ,47.51 ,201.2K,459.3K,0.438
432,,,,,2018/2/5 15:16,2018/2/5 16:25,01:00:45,50.79,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,903,983,1500,10,48948,875215,6573445,2095409,4501441,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,on,[production run],,0.958,140.7M,98.5M,15.7G,173:28,0.30 ,47.81 ,200.7K,458.9K,0.437
433,,,,,2018/2/5 16:25,2018/2/5 17:27,01:00:44,50.75,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,902,983,1500,10,48918,872785,6587941,2100784,4510529,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,on,[production run],,0.957,140.9M,98.6M,15.8G,174:29,0.30 ,48.11 ,201.0K,460.1K,0.437
434,,,,,2018/2/5 17:27,2018/2/5 17:32,00:04:33,50.75,D2,Au,negative,-369,1,200,348,K,beam/2,,,983,1500,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[D5 scan] -1866,,,,,,,,,,,
435,,,,,2018/2/5 17:32,2018/2/5 17:34,00:01:40,50.75,D2,Au,negative,-369,1,200,348,K,beam/2,,,983,1500,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,"[D5 scan] -1366, collector dead -> stop",,,,,,,,,,,
436,,,,,2018/2/5 17:35,2018/2/5 17:38,00:03:31,50.75,D2,Au,negative,-369,1,200,348,K,beam/2,,,983,1500,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[D5 scan] -1366,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junk,,,,,,,,,,,
438,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/5,,,983,-1900,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] -1900,,,,,,,,,,,
439,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/5,,,983,-1550,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] -1550,,,,,,,,,,,
440,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/5,,,983,-1200,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] -1200,,,,,,,,,,,
441,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/5,,,983,-900,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] -900,,,,,,,,,,,
442,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/5,,,983,-600,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,"[USWK scan] -600, collector dead -> stop",,,,,,,,,,,
443,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/5,,,983,-600,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] -600,,,,,,,,,,,
444,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-300,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,"[USWK scan] -300, collector dead -> stop",,,,,,,,,,,
445,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-300,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,"[USWK scan] -300, collector dead -> stop",,,,,,,,,,,
446,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,-300,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] -300,,,,,,,,,,,
447,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,0,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,"[USWK scan] 0, collector dead -> stop",,,,,,,,,,,
448,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,0,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] 0,,,,,,,,,,,
449,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/10,,,983,350,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,"[USWK scan] 350, collector dead -> stop",,,,,,,,,,,
450,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/50,,,983,350,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] 350,,,,,,,,,,,
451,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/50,,,983,700,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] 700,,,,,,,,,,,
452,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/10->pi/50,,,983,1800,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] 1800,,,,,,,,,,,
453,,,,,,,,50.75,D2,Au,negative,-369,1,200,348,K,pi/50,,,983,2150,,,,,,,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,,[USWK scan] 2150,,,,,,,,,,,
454,,,,,2018/2/5 18:13,2018/2/5 19:16,01:01:04,50.84,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,895,983,1500,10,49186,873713,6594101,2098168,4519350,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.35,on,[production run],,0.96,141.9M,99.3M,15.9G,175:30,0.31 ,48.42 ,201.4K,460.3K,0.438
455,,,,,2018/2/5 19:16,2018/2/5 20:19,01:00:40,50.73,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,880,983,1500,10,48981,871942,6564075,2086385,4501744,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.72,-0.35,on,[production run],,0.958,139.9M,97.9M,16.0G,176:30,0.30 ,48.72 ,199.9K,458.9K,0.436
456,,,,,2018/2/5 20:19,2018/2/5 21:21,01:02:32,50.79,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,895,983,1500,10,49092,871951,6566064,2091629,4498690,160.2,-109.8,3.94,-0.76,109.8,-110.1,3.72,-0.35,on,[production run],,0.955,144.1M,100.9M,16.1G,177:33,0.31 ,49.04 ,199.8K,459.3K,0.435
457,,,,,2018/2/5 21:21,2018/2/5 22:23,01:00:45,50.85,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,892,983,1500,10,49092,872383,6546753,2083717,4488002,160.2,-109.8,3.94,-0.76,109.8,-110.1,3.72,-0.35,on,[production run],,0.96,140.2M,98.2M,16.2G,178:34,0.30 ,49.34 ,200.0K,457.1K,0.438
458,,,,,2018/2/5 22:23,2018/2/5 23:26,01:02:08,50.83,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,892,983,1500,10,48911,873028,6580418,2096697,4507218,160.2,-109.8,3.94,-0.76,109.8,-110.1,3.72,-0.35,on,[production run] BLC1a3L noisy,,0.959,144.2M,100.9M,16.3G,179:36,0.31 ,49.65 ,201.1K,459.3K,0.438
459,,,,,2018/2/5 23:27,2018/2/6 0:27,00:59:58,50.83,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,899,983,1500,10,49003,874933,6570529,2094032,4500305,160.2,-109.8,3.94,-0.76,109.8,-110.1,3.71,-0.35,on,[production run],,0.958,138.8M,97.2M,16.4G,180:36,0.30 ,49.95 ,200.6K,458.8K,0.437
460,,,,,2018/2/6 0:28,2018/2/6 0:56,00:28:05,50.79,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,911,983,1500,10,49106,874650,6553316,2089392,4488229,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.71,-0.36,on,[production run] ESS trip -> DCs down -> stopped,,0.956,64.7M,45.3M,16.4G,181:04,0.14 ,50.09 ,199.7K,458.0K,0.436
461,,,,,2018/2/6 0:57,2018/2/6 1:57,01:00:12,50.87,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,900,983,1500,10,49316,871722,6540598,2084831,4479710,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.71,-0.35,on,[production run],,0.96,139.0M,97.3M,16.5G,182:04,0.30 ,50.39 ,200.1K,456.3K,0.439
462,,,,,2018/2/6 1:57,2018/2/6 5:14,00:56:10,50.81,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,903,983,1500,10,49022,871634,6558664,2085472,4497792,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.35,on,[production run] including logn beam-off time of ~2h,,0.961,129.9M,90.9M,16.6G,183:00,0.28 ,50.68 ,200.4K,457.9K,0.438
463,,,,,2018/2/6 5:15,2018/2/6 6:14,00:58:30,50.78,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,910,983,1500,10,49360,871291,6566047,2085123,4505968,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.36,on,[production run],,0.958,134.8M,94.4M,16.7G,183:59,0.29 ,50.97 ,199.8K,459.4K,0.435
464,,,,,2018/2/6 6:14,2018/2/6 7:16,00:58:52,50.91,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,912,983,1500,10,48666,874499,6585017,2089548,4519707,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.35,on,[production run],,0.952,135.1M,94.6M,16.8G,184:58,0.29 ,51.26 ,198.9K,462.0K,0.431
465,,,,,2018/2/6 7:16,2018/2/6 8:21,00:59:13,50.82,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,915,983,1500,10,49021,874087,6595855,2098690,4520480,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.71,-0.36,on,[production run],,0.961,137.8M,96.5M,16.9G,185:57,0.30 ,51.56 ,201.7K,460.2K,0.438
466,,,,,2018/2/6 8:21,2018/2/6 9:21,00:59:26,50.84,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,915,983,1500,10,49245,874445,6577813,2091014,4510767,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.36,on,[production run],,0.959,137.5M,96.3M,17.0G,186:56,0.30 ,51.86 ,200.5K,459.6K,0.436
467,,,,,2018/2/6 9:21,2018/2/6 10:20,00:59:39,50.69,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,911,983,1500,10,48946,873011,6563048,2087823,4499358,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.36,on,[production run],,0.959,137.8M,96.5M,17.1G,187:56,0.30 ,52.15 ,200.2K,458.5K,0.437
468,,,,,2018/2/6 10:20,2018/2/6 11:03,00:37:11,50.81,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,899,983,1500,10,49310,874051,6584779,2097750,4510455,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.35,on,[production run] stopped due to MPS,,0.955,86.0M,60.2M,17.1G,188:33,0.19 ,52.34 ,200.3K,460.5K,0.435
469,,,,,2018/2/6 11:15,2018/2/6 12:14,00:58:59,50.87,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,901,983,1500,10,49308,873726,6556896,2089008,4491331,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.36,on,[production run],,0.96,136.5M,95.5M,17.2G,189:32,0.29 ,52.63 ,200.5K,457.5K,0.438
470,,,,,2018/2/6 12:15,2018/2/6 13:14,00:58:54,50.74,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,894,983,1500,10,48976,873028,6583190,2091680,4515570,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.71,-0.35,on,[production run],,0.959,136.3M,95.4M,17.3G,190:31,0.29 ,52.92 ,200.6K,460.1K,0.436
471,,,,,2018/2/6 13:14,2018/2/6 14:14,00:58:57,50.75,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,894,983,1500,10,49134,874022,6577699,2092189,4509026,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,on,[production run],,0.96,136.6M,95.6M,17.4G,191:30,0.29 ,53.22 ,200.9K,459.3K,0.437
472,,,,,2018/2/6 14:14,2018/2/6 15:02,00:46:52,50.79,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10200,902,983,1500,10,48814,871843,6571922,2085622,4511442,160.1,-109.8,3.95,-0.76,109.8,-110.1,3.72,-0.36,on,[production run] stopped due to MPS,,0.959,108.2M,75.7M,17.5G,192:17,0.23 ,53.45 ,200.0K,459.7K,0.435
473,,,,,2018/2/6 15:16,2018/2/6 16:17,01:00:40,50.82,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10100,910,983,1500,10,49346,876015,6577901,2096326,4505778,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.72,-0.35,on,[production run],,0.96,140.9M,98.6M,17.6G,193:18,0.30 ,53.75 ,201.2K,459.0K,0.438
474,,,,,2018/2/6 16:17,2018/2/6 17:19,01:00:44,50.83,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,900,983,1500,10,49397,874909,6599414,2097899,4526622,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.72,-0.35,on,[production run],,0.955,140.4M,98.3M,17.7G,194:18,0.30 ,54.05 ,200.3K,462.1K,0.434
475,,,,,2018/2/6 17:19,2018/2/6 18:20,01:00:45,50.82,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,907,983,1500,10,49508,873937,6622363,2101700,4545238,160.1,-109.8,3.95,-0.77,109.8,-110.1,3.72,-0.35,on,[production run],,0.953,140.4M,98.3M,17.8G,195:19,0.30 ,54.36 ,200.3K,464.4K,0.431
476,,,,,2018/2/6 18:20,2018/2/6 19:22,01:01:27,50.79,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,899,983,1500,10,48951,873565,6582652,2091713,4515279,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.72,-0.36,on,[production run],,0.959,142.2M,99.6M,17.9G,196:20,0.31 ,54.66 ,200.6K,460.1K,0.436
477,,,,,2018/2/6 20:56,2018/2/6 21:57,01:00:44,50.83,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,941,983,1500,10,48657,873443,7040736,2168692,4900223,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.74,-0.32,on,[production run] BLC1aL3 noisy,,0.952,144.7M,101.3M,18.0G,197:21,0.30 ,54.97 ,206.5K,500.4K,0.413
478,,,,,2018/2/6 21:58,2018/2/6 23:00,01:00:48,50.85,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,942,983,1500,10,49091,873297,7098796,2184259,4942432,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.74,-0.32,on,[production run] BLC1aL3 noisy,,0.951,145.7M,102.0M,18.1G,198:22,0.30 ,55.27 ,207.7K,504.9K,0.411
479,,,,,2018/2/6 23:00,2018/2/6 23:18,00:17:27,50.94,D2,Au,negative,-369,1,200,348,K,"(CDH1*K, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/200, CDH2*K/50, CDH3*K/2, beam/70k, K/15k, SKS*CDH1*K)",10000,955,983,1500,10,49331,874761,7071810,2173391,4926660,160.1,-109.8,3.94,-0.76,109.8,-110.1,3.74,-0.32,on,"[production run] BLC1aL3 noisy, stopped to check BLC1a",,0.951,41.6M,29.1M,18.1G,198:39,0.09 ,55.35 ,206.7K,503.3K,0.411
