run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,achievement rate,CDH1*K*n scaler,CDH1*K*p scaler,DAQ eff.,CDH1*K*n,CDH1*K*p,integrated CDH1*K*n,integrated CDH1*K*p
116,,,,,2016/6/9 1:41,2016/6/9 1:43,00:02:19,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  -1550A,,,,,,,,,,,,,,,,
117,,,,,2016/6/9 1:43,2016/6/9 1:46,00:02:20,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  -1200A,,,,,,,,,,,,,,,,
118,,,,,2016/6/9 1:46,2016/6/9 1:48,00:02:28,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  -900A,,,,,,,,,,,,,,,,
119,,,,,2016/6/9 1:49,2016/6/9 1:51,00:02:04,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  -600A,,,,,,,,,,,,,,,,
120,,,,,2016/6/9 1:52,2016/6/9 1:54,00:02:27,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  -300A,,,,,,,,,,,,,,,,
121,,,,,2016/6/9 1:54,2016/6/9 1:57,00:02:23,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  0A,,,,,,,,,,,,,,,,
122,,,,,2016/6/9 1:58,2016/6/9 2:00,00:02:56,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  350A,,,,,,,,,,,,,,,,
123,,,,,2016/6/9 2:01,2016/6/9 2:03,00:02:20,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[Ushiwaka scan ]  700A,,,,,,,,,,,,,,,,
124,,,,,2016/6/9 2:01,2016/6/9 2:01,00:00:00,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,"beam/10, K/1",,,00:00:00,00:00:00,,,,,,,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[beam record] D5 1663->1666,,,,,,,,,,,,,,,,
125,,,,,2016/6/9 2:20,2016/6/9 3:22,01:00:36,41.72,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[D2 production],,23:32:38,117.1M,82.0M,3.8G,47:09,0.25 ,11.48 ,,,,,,,,
126,,,,,2016/6/9 3:22,2016/6/9 4:23,01:00:02,41.75,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.3,-1.41,109.8,-110.1,3.81,-0.19,on,[D2 production],,23:16:48,115.7M,81.0M,3.9G,48:09,0.25 ,11.73 ,,,,,,,,
127,,,,,2016/6/9 4:23,2016/6/9 5:22,00:59:09,41.68,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.7k,8.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[D2 production],,23:31:12,114.3M,80.0M,4.0G,49:08,0.24 ,11.97 ,,,,,,,,
128,,,,,2016/6/9 5:23,2016/6/9 6:24,00:57:59,41.86,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.8k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[D2 production],,23:38:24,111.6M,78.1M,4.1G,50:06,0.24 ,12.21 ,,,,,,,,
129,,,,,2016/6/9 6:24,2016/6/9 7:24,00:58:56,41.7,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.8k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.29,-1.41,109.8,-110.1,3.81,-0.19,on,[D2 production],,23:28:19,112.3M,78.6M,4.2G,51:05,0.24 ,12.45 ,,,,,,,,
130,,,,,2016/6/9 7:24,2016/6/9 8:24,00:59:28,41.88,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.9k,9.4k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.3,-1.41,109.8,-110.1,3.81,-0.19,on,[D2 production],,23:28:19,113.9M,79.7M,4.2G,52:05,0.25 ,12.69 ,,,,,,,,
131,,,,,2016/6/9 8:24,2016/6/9 9:19,00:55:05,41.8,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.8k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-100,3.29,-1.41,109.8,-110.1,3.8,-0.19,on,[D2 production],,23:29:46,105.6M,73.9M,4.3G,53:00,0.23 ,12.92 ,,,,,,,,
132,,,,,2016/6/9 9:19,2016/6/9 9:58,00:38:19,41.62,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,9.7k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-100,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,"[D2 production] IF-Y: -0.19->-0.25, HD-EX-E18(と)-2 down in this run",,23:32:38,75.5M,52.9M,4.4G,53:38,0.16 ,13.08 ,,,,,,,,
133,,,,,2016/6/9 10:03,2016/6/9 10:13,00:10:10,41.62,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-100,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,"[D2 production] w/o MTDC, HD-EX-E18(と)-2 down during this run -> area entry",,23:32:38,19.9M,13.9M,4.4G,53:48,0.04 ,13.12 ,,,,,,,,
134,,,,,2016/6/9 10:31,2016/6/9 11:31,00:59:43,41.62,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-100,3.29,-1.41,109.8,-110,3.81,-0.26,on,[D2 production] w/o MTDC,,23:29:46,116.8M,81.8M,4.5G,54:48,0.24 ,13.36 ,,,,,,,,
135,,,,,2016/6/9 11:31,2016/6/9 12:10,00:38:53,41.49,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-99.9,3.3,-1.41,109.8,-110,3.81,-0.26,on,"[D2 production] w/o MTDC, HD-EX-E18(と)-2 down in this run -> area entry",,23:29:46,74.6M,52.2M,4.5G,55:27,0.16 ,13.52 ,,,,,,,,
136,,,,,2016/6/9 12:29,2016/6/9 13:30,00:54:27,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.5k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-99.9,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production] ion-source tuning was performed around 12:50 - 13:50 (ACC power was slightly changed),,23:29:46,106.9M,74.8M,4.6G,56:21,0.22 ,13.74 ,,,,,,,,
137,,,,,2016/6/9 13:30,2016/6/9 14:30,00:56:45,41.21,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-99.9,3.3,-1.41,109.8,-110.1,3.81,-0.25,on,[D2 production],,23:29:46,109.5M,76.7M,4.7G,57:18,0.23 ,13.97 ,,,,,,,,
138,,,,,2016/6/9 14:30,2016/6/9 15:31,00:59:58,41.01,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-100,3.29,-1.41,109.9,-110.1,3.8,-0.26,on,[D2 production] HD-EX-E18(と)-2 down in this run -> soon turned on,,23:26:53,116.1M,81.3M,4.7G,58:18,0.24 ,14.21 ,,,,,,,,
139,,,,,2016/6/9 15:31,2016/6/9 16:32,00:59:54,41.37,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-99.9,3.3,-1.41,109.9,-110.1,3.81,-0.25,on,[D2 production],,23:24:00,115.5M,80.9M,4.8G,59:18,0.24 ,14.45 ,,,,,,,,
140,,,,,2016/6/9 16:32,2016/6/9 16:59,00:27:39,41.49,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160,-99.9,3.3,-1.41,109.9,-110.1,3.8,-0.25,on,[D2 production],,23:28:54,53.1M,37.2M,4.9G,59:46,0.11 ,14.56 ,,,,,,,,
141,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,beam,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,"[BPD calib] D5=-1863A, CVC-21t 1505->1455",,,,,,,,,,,,,,,,
142,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,beam,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[BPD calib] D5=-1363A,,,,,,,,,,,,,,,,
143,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  -1900A,,,,,,,,,,,,,,,,
144,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  -1550A,,,,,,,,,,,,,,,,
145,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  -1200A,,,,,,,,,,,,,,,,
146,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  -900A,,,,,,,,,,,,,,,,
147,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  -600A,,,,,,,,,,,,,,,,
148,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  -300A,,,,,,,,,,,,,,,,
149,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  0A,,,,,,,,,,,,,,,,
150,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  350A,,,,,,,,,,,,,,,,
151,,,,,2016/6/10 17:00,2016/6/10 17:00,00:00:00,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,pi/10,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[Ushiwaka scan ]  700A,,,,,,,,,,,,,,,,
152,,,,,2016/6/10 17:52,2016/6/10 18:52,00:50:57,41.98,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:16:48,97.5M,68.3M,4.9G,60:37,0.21 ,14.77 ,,,,,,,,
153,,,,,2016/6/10 18:52,2016/6/10 19:52,00:59:57,41.84,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:35:31,116.6M,81.6M,5.0G,61:37,0.24 ,15.02 ,,,,,,,,
154,,,,,2016/6/10 19:52,2016/6/10 20:52,00:39:12,41.78,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:29:45,77.1M,54.0M,5.1G,62:16,0.16 ,15.18 ,,,,,,,,
155,,,,,2016/6/10 20:52,2016/6/10 21:53,00:59:51,42.01,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:28:19,116.6M,81.6M,5.1G,63:16,0.25 ,15.43 ,,,,,,,,
156,,,,,2016/6/10 21:53,2016/6/10 22:53,01:00:22,41.86,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:30:55,119.7M,83.8M,5.2G,64:16,0.25 ,15.67 ,,,,,,,,
157,,,,,2016/6/10 22:54,2016/6/10 23:57,01:01:50,42.01,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:35:19,121.9M,85.3M,5.3G,65:18,0.25 ,15.93 ,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[junk],,,,,,,,,,,,,,,,
159,,,,,2016/6/11 0:01,2016/6/11 0:43,00:41:04,42.07,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production] DEF-bias + 0.1V,,23:28:06,80.7M,56.5M,5.4G,65:59,0.17 ,16.10 ,,,,,,,,
160,,,,,2016/6/11 1:04,2016/6/11 2:04,00:58:31,41.93,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.41,109.8,-110,3.79,-0.24,on,[D2 production],,23:25:26,113.6M,79.5M,5.4G,66:57,0.24 ,16.34 ,,,,,,,,
161,,,,,2016/6/11 2:04,2016/6/11 3:05,01:00:07,41.96,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,"[D2 production] BVC-7u 1960->1860 [during run141-160, wrong setting (1960)]",,23:32:38,118.9M,83.3M,5.5G,67:57,0.25 ,16.59 ,,,,,,,,
162,,,,,2016/6/11 3:05,2016/6/11 4:05,00:58:53,41.84,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.1k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,[D2 production],,23:25:26,113.5M,79.4M,5.6G,68:56,0.24 ,16.83 ,,,,,,,,
163,,,,,2016/6/11 4:05,2016/6/11 5:05,01:00:22,41.97,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.8k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,[D2 production],,23:25:26,116.7M,81.7M,5.7G,69:57,0.25 ,17.08 ,,,,,,,,
164,,,,,2016/6/11 5:05,2016/6/11 6:06,00:59:48,41.97,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,[D2 production],,23:26:53,116.3M,81.4M,5.8G,70:57,0.25 ,17.33 ,,,,,,,,
165,,,,,2016/6/11 6:06,2016/6/11 6:17,00:10:37,42.17,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,[D2 production],,23:25:26,19.6M,13.7M,5.8G,71:07,0.04 ,17.37 ,,,,,,,,
166,,,,,2016/6/11 7:20,2016/6/11 8:20,00:58:47,42.14,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,[D2 production],,23:25:26,113.4M,79.4M,5.9G,72:06,0.24 ,17.61 ,,,,,,,,
167,,,,,2016/6/11 8:22,2016/6/11 8:26,00:03:44,42.14,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,[BPD calib] D5=-1863,,,,,,,,,,,,,,,,
168,,,,,2016/6/11 8:26,2016/6/11 8:30,00:03:45,42.14,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.3,-99.9,3.29,-1.4,109.8,-110,3.79,-0.24,on,[BPD calib] D5=-1363,,,,,,,,,,,,,,,,
169,,,,,2016/6/11 8:33,2016/6/11 9:34,00:59:43,41.84,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,8.9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.41,109.8,-110,3.79,-0.25,on,[D2 production],,23:28:19,115.9M,81.1M,5.9G,73:06,0.24 ,17.86 ,,,,,,,,
170,,,,,2016/6/11 9:34,2016/6/11 10:34,00:59:43,42.19,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11.7k,9.6k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-100,3.29,-1.41,109.8,-110,3.79,-0.25,on,[D2 production],,23:26:53,116.9M,81.8M,6.0G,74:05,0.25 ,18.10 ,,,,,,,,
